job_id,title,description,created,company,region,soc_code,salary_min,salary_max,category,skills_required,source
ADZ-1000080,IT Business Analyst,"We are seeking a motivated IT Business Analyst to join our growing team in Wales. The successful candidate will demonstrate proficiency in UML, System Architecture, Business Analysis. We offer competitive salary and career progression.",2026-06-06,Deliveroo,Wales,2135,61092,66675,Tech,UML;System Architecture;Business Analysis,scraped_mock
ADZ-1000081,Senior Helpdesk Engineer,"We are seeking a motivated Senior Helpdesk Engineer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Active Directory, Windows Server, Networking. We offer competitive salary and career progression.",2026-06-27,CGI UK,Wales,3131,78105,86987,Tech,Active Directory;Windows Server;Networking,scraped_mock
ADZ-1000082,Senior General Practitioner,"We are seeking a motivated Senior General Practitioner to join our growing team in East of England. The successful candidate will demonstrate proficiency in Prescribing, Medical Research, Clinical Diagnostics. We offer competitive salary and career progression.",2026-06-20,HCA Healthcare UK,East of England,2211,79924,86137,Healthcare,Prescribing;Medical Research;Clinical Diagnostics,scraped_mock
ADZ-1000083,Smart Grid Technician,"We are seeking a motivated Smart Grid Technician to join our growing team in London. The successful candidate will demonstrate proficiency in Safety Regulations, Maintenance, Electrical Testing. We offer competitive salary and career progression.",2026-04-16,Vestas UK,London,3112,55416,61529,Green Energy,Safety Regulations;Maintenance;Electrical Testing;Instrumentation,scraped_mock
ADZ-1000084,Junior Electrical Grid Engineer,"We are seeking a motivated Junior Electrical Grid Engineer to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Power Systems, PLC Programming, HV Electrical. We offer competitive salary and career progression.",2026-07-10,Ecotricity,West Midlands,2123,29511,32213,Green Energy,Power Systems;PLC Programming;HV Electrical;MATLAB;Grid Connections,scraped_mock
ADZ-1000085,Data Engineer,"We are seeking a motivated Data Engineer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Cyber Security, AWS, CI/CD. We offer competitive salary and career progression.",2026-05-07,BAE Systems,East of England,2139,65272,74440,Tech,Cyber Security;AWS;CI/CD;Data Pipelines;Terraform;Spark,scraped_mock
ADZ-1000086,Junior Cardiac Physiologist,"We are seeking a motivated Junior Cardiac Physiologist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Pathology, MRI, Laboratory Testing. We offer competitive salary and career progression.",2026-06-20,Barchester Healthcare,Scotland,3211,28083,30232,Healthcare,Pathology;MRI;Laboratory Testing,scraped_mock
ADZ-1000087,Smart Grid Technician,"We are seeking a motivated Smart Grid Technician to join our growing team in South East. The successful candidate will demonstrate proficiency in Maintenance, Instrumentation, Wiring. We offer competitive salary and career progression.",2026-05-05,ScottishPower Renewables,South East,3112,45476,49094,Green Energy,Maintenance;Instrumentation;Wiring,scraped_mock
ADZ-1000088,Ward Support Worker,"We are seeking a motivated Ward Support Worker to join our growing team in Wales. The successful candidate will demonstrate proficiency in Compassionate Care, Personal Care, Patient Mobility. We offer competitive salary and career progression.",2026-05-24,Nuffield Health,Wales,6141,37466,41533,Healthcare,Compassionate Care;Personal Care;Patient Mobility;Infection Control;Vital Signs,scraped_mock
ADZ-1000089,Junior Chemical Engineer - Hydrogen Production,"We are seeking a motivated Junior Chemical Engineer - Hydrogen Production to join our growing team in South East. The successful candidate will demonstrate proficiency in Hydrogen Safety, ASPEN, Fluid Dynamics. We offer competitive salary and career progression.",2026-06-14,Vestas UK,South East,2125,31780,34802,Green Energy,Hydrogen Safety;ASPEN;Fluid Dynamics,scraped_mock
ADZ-1000090,Senior Cardiac Physiologist,"We are seeking a motivated Senior Cardiac Physiologist to join our growing team in South West. The successful candidate will demonstrate proficiency in Medical Imaging, MRI, X-Ray. We offer competitive salary and career progression.",2026-04-26,NHS England,South West,3211,58357,65746,Healthcare,Medical Imaging;MRI;X-Ray;Laboratory Testing,scraped_mock
ADZ-1000091,Senior Renewable Systems Designer,"We are seeking a motivated Senior Renewable Systems Designer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Product Design, Prototyping, Renewable Design. We offer competitive salary and career progression.",2026-07-05,Vestas UK,East of England,2126,68830,72648,Green Energy,Product Design;Prototyping;Renewable Design;SolidWorks;Battery Chemistry,scraped_mock
ADZ-1000092,Smart Grid Technician,"We are seeking a motivated Smart Grid Technician to join our growing team in Wales. The successful candidate will demonstrate proficiency in Maintenance, Electrical Testing, Wiring. We offer competitive salary and career progression.",2026-07-08,BP Alternative Energy,Wales,3112,38883,42703,Green Energy,Maintenance;Electrical Testing;Wiring;Safety Regulations;Instrumentation,scraped_mock
ADZ-1000093,IT Support Technician,"We are seeking a motivated IT Support Technician to join our growing team in Wales. The successful candidate will demonstrate proficiency in Windows Server, Office 365, Networking. We offer competitive salary and career progression.",2026-06-17,BAE Systems,Wales,3131,41563,45118,Tech,Windows Server;Office 365;Networking;Active Directory,scraped_mock
ADZ-1000094,Principal Energy Plant Operative,"We are seeking a motivated Principal Energy Plant Operative to join our growing team in Wales. The successful candidate will demonstrate proficiency in Boiler Control, Plant Operations, SCADA. We offer competitive salary and career progression.",2026-07-13,SSE Renewables,Wales,8124,53741,57748,Green Energy,Boiler Control;Plant Operations;SCADA;Health & Safety,scraped_mock
ADZ-1000095,Clinical Nurse Specialist,"We are seeking a motivated Clinical Nurse Specialist to join our growing team in South West. The successful candidate will demonstrate proficiency in Medication Administration, Record Keeping, NMC Pin. We offer competitive salary and career progression.",2026-06-15,Barchester Healthcare,South West,2231,36226,40962,Healthcare,Medication Administration;Record Keeping;NMC Pin;Wound Care,scraped_mock
ADZ-1000096,Principal Hydroelectric Plant Operator,"We are seeking a motivated Principal Hydroelectric Plant Operator to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Health & Safety, Plant Operations, Equipment Maintenance. We offer competitive salary and career progression.",2026-07-07,Ecotricity,West Midlands,8124,42991,46859,Green Energy,Health & Safety;Plant Operations;Equipment Maintenance;Boiler Control;SCADA,scraped_mock
ADZ-1000097,Lead IT Business Analyst,"We are seeking a motivated Lead IT Business Analyst to join our growing team in West Midlands. The successful candidate will demonstrate proficiency in Requirements Gathering, Business Analysis, Jira. We offer competitive salary and career progression.",2026-05-30,Direct Line Tech,West Midlands,2135,93770,104134,Tech,Requirements Gathering;Business Analysis;Jira,scraped_mock
ADZ-1000098,Senior Pharmacist,"We are seeking a motivated Senior Pharmacist to join our growing team in Wales. The successful candidate will demonstrate proficiency in Prescription Auditing, Medicines Management, Clinical Pharmacy. We offer competitive salary and career progression.",2026-07-08,NHS England,Wales,2237,62837,69854,Healthcare,Prescription Auditing;Medicines Management;Clinical Pharmacy;Patient Counselling,scraped_mock
ADZ-1000099,Wind Turbine Commissioning Technician,"We are seeking a motivated Wind Turbine Commissioning Technician to join our growing team in South West. The successful candidate will demonstrate proficiency in Electrical Testing, Safety Regulations, Wiring. We offer competitive salary and career progression.",2026-05-05,Babcock International,South West,3112,52732,57609,Green Energy,Electrical Testing;Safety Regulations;Wiring;Maintenance;Instrumentation,scraped_mock
ADZ-1000100,Solution Architect,"We are seeking a motivated Solution Architect to join our growing team in South East. The successful candidate will demonstrate proficiency in System Architecture, TOGAF, Jira. We offer competitive salary and career progression.",2026-06-23,CGI UK,South East,2135,54021,58724,Tech,System Architecture;TOGAF;Jira,scraped_mock
ADZ-1000101,Lead IT Business Analyst,"We are seeking a motivated Lead IT Business Analyst to join our growing team in North West. The successful candidate will demonstrate proficiency in TOGAF, Jira, System Architecture. We offer competitive salary and career progression.",2026-06-01,Arup Digital,North West,2135,92412,101160,Tech,TOGAF;Jira;System Architecture,scraped_mock
ADZ-1000102,Senior Nursing Assistant,"We are seeking a motivated Senior Nursing Assistant to join our growing team in London. The successful candidate will demonstrate proficiency in Personal Care, Vital Signs, Compassionate Care. We offer competitive salary and career progression.",2026-04-18,Spire Healthcare,London,6141,96015,101981,Healthcare,Personal Care;Vital Signs;Compassionate Care;Infection Control;Patient Mobility,scraped_mock
ADZ-1000103,Principal Programmer,"We are seeking a motivated Principal Programmer to join our growing team in South West. The successful candidate will demonstrate proficiency in SQL, Docker, Python. We offer competitive salary and career progression.",2026-06-13,Sage Group,South West,2136,71269,74978,Tech,SQL;Docker;Python,scraped_mock
ADZ-1000104,Programmer,"We are seeking a motivated Programmer to join our growing team in East of England. The successful candidate will demonstrate proficiency in Python, Git, React. We offer competitive salary and career progression.",2026-05-22,Direct Line Tech,East of England,2136,72692,81913,Tech,Python;Git;React;APIs;Java,scraped_mock
ADZ-1000105,Lead Carbon Capture Engineer,"We are seeking a motivated Lead Carbon Capture Engineer to join our growing team in Wales. The successful candidate will demonstrate proficiency in Chemical Process, Hydrogen Safety, Fluid Dynamics. We offer competitive salary and career progression.",2026-06-21,Ecotricity,Wales,2125,60597,68699,Green Energy,Chemical Process;Hydrogen Safety;Fluid Dynamics;ASPEN;Mass Balance,scraped_mock
ADZ-1000106,Junior Clinical Pharmacist,"We are seeking a motivated Junior Clinical Pharmacist to join our growing team in Scotland. The successful candidate will demonstrate proficiency in Patient Counselling, Medicines Management, Prescription Auditing. We offer competitive salary and career progression.",2026-06-11,Bupa UK,Scotland,2237,25303,26913,Healthcare,Patient Counselling;Medicines Management;Prescription Auditing;Clinical Pharmacy,scraped_mock
